ID	drugs	transporters	targets	enzymes	carriers	groups
DB01396	Digitoxin	SLCO4C1;ABCB1;SLCO1A2	ATP1A1	CYP3A4;CYP11A1	ALB	investigational;approved
DB01397	Magnesium salicylate		PTGS2;PTGS1		ALB	approved
DB01399	Salsalate		PTGS2;PTGS1			approved
DB01400	Neostigmine	ABCB1	ACHE	BCHE		approved;vet_approved
DB01401	Choline magnesium trisalicylate		PTGS2;PTGS1			approved
DB01403	Methotrimeprazine		ADRA1A;CHRM4;ADRA1D;CHRM3;DRD4;DRD5;DRD2;DRD3;CHRM1;DRD1;ADRA2A;ADRA1B;HTR2A;ADRA2B;HTR2C;HRH1;ADRA2C;CHRM5;CHRM2	CYP1A2;CYP2E1;CYP2D6		investigational;approved
DB01404	Ginseng		IL6;PTGS2;AHR			investigational;approved;nutraceutical
DB01406	Danazol		CCL2;GNRHR2;ESR1;AR;GNRHR;PGR	CYP3A4;CYP19A1	SHBG	approved
DB01407	Clenbuterol		ADRB1;ADRB2;ADRB3;NGF;TNF	CYP1A1;CYP1A2		investigational;approved;vet_approved
DB01408	Bambuterol		ADRB2	BCHE		investigational;approved
DB01409	Tiotropium	SLC22A4;SLC22A5	CHRM5;CHRM4;CHRM3;CHRM2;CHRM1	CYP3A4;CYP2D6		approved
DB01410	Ciclesonide		NR3C1	CES1;CYP3A4;CYP2D6	SERPINA6	investigational;approved
DB01411	Pranlukast	ABCC2	RNASE3;MUC2;IL5;TNF;NFKB1;CYSLTR1	CYP2C9;CYP3A4		investigational;approved
DB01412	Theobromine		ADORA1;ADORA2A;PDE4B	CYP1A2;CYP2E1		investigational;approved
DB01413	Cefepime	SLC15A2;SLC22A5;SLC15A1	pbpB;mrdA;ftsI;pbpA			investigational;approved
DB01414	Cefacetrile	SLC22A6;SLC22A8	mrcA;mrcB			approved
DB01415	Ceftibuten	SLC15A2;SLC15A1	mrcA;mrcB;mrdA;ftsI			investigational;approved
DB01416	Cefpodoxime		ftsI			approved;vet_approved
DB01418	Acenocoumarol		VKORC1	CYP2C9;CYP1A2;CYP2C19;CYP3A4	ALB;ORM1	investigational;approved
DB01419	Antrafenine		PTGS2;PTGS1			approved
DB01420	Testosterone propionate	ABCB1	AR	SRD5A1;CYP3A4;COMT;UGT1A1	SHBG;ALB	investigational;withdrawn;approved;vet_approved
DB01421	Paromomycin		rpsJ			investigational;approved
DB01422	Nitroxoline		METAP2			approved
DB01423	Stepronin					approved
DB01424	Aminophenazone	SLC22A6		CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP17A1;CYP2C19;CYP2C18;CYP3A7;CYP3A4		approved;withdrawn
DB01425	Alizapride		DRD2			approved
DB01426	Ajmaline		SCN5A	CYP2D6	ORM1	investigational;approved
DB01427	Amrinone		PDE4B;TNF;PDE3A			approved
DB01428	Oxybenzone		ESR2;AR;PGR;ESR1			approved
DB01429	Aprindine		SCN5A;CALM1	CYP2D6	ORM1	approved
DB01430	Almitrine		ATP1A1			approved
DB01431	Allylestrenol		PGR;ESR1	CYP3A4		approved
DB01432	Cholestyramine					investigational;approved
DB01433	Methadyl Acetate		OPRM1			illicit;approved
DB01435	Antipyrine	SLC22A6	PTGS2;PTGS1	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A4;CYP2C18		investigational;approved
DB01436	Alfacalcidol		VDR;CYP27B1;RXRA		GC	approved;nutraceutical
DB01437	Glutethimide		GABRA1	CYP11A1;CYP2D6		illicit;approved
DB01438	Phenazopyridine		SCN1A			approved
DB01440	Gamma Hydroxybutyric Acid	SLC16A1;SLC16A3;SLC16A7	GABRB1;SLC52A2			illicit;investigational;approved
DB01452	Heroin		OPRK1;CES1;OPRM1;OPRD1			illicit;investigational;approved
DB01463	Fencamfamine		SLC6A3			illicit;approved;withdrawn
DB01466	Ethylmorphine		OPRM1	CYP2B6;CYP3A4;POR;CYP2D6;CYP3A7		illicit;approved
DB01482	Fenethylline					approved
DB01489	Camazepam					illicit;approved
DB01495	Dichloralphenazone					illicit;approved
DB01501	Difenoxin					illicit;approved
DB01511	Delorazepam					illicit;investigational;approved
DB01544	Flunitrazepam		GABRB3;GABRA1;GABRG2;GABRA5;GABRA4;GABRA6;TSPO;GABRA3;GABRA2	CYP2C9;UGT2B7;CYP1A2;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A4;UGT1A1;UGT1A3		illicit;approved
DB01545	Ethyl loflazepate					illicit;approved
DB01550	Fenproporex					illicit;approved;withdrawn
DB01551	Dihydrocodeine			CYP3A4;CYP2D6		illicit;approved
DB01553	Cloxazolam					investigational;approved
DB01558	Bromazepam		GABRR1;GABRB3;GABRG3;GABRG2;GABRG1;GABRR3;GABRQ;GABRP;GABRD;GABRE;GABRB1;GABRA5;GABRA4;GABRB2;GABRA6;GABRA1;GABRR2;GABRA3;GABRA2	CYP3A4;CYP2C19;CYP1A2;CYP2E1		illicit;investigational;approved
DB01559	Clotiazepam		GABRR1;GABRG3;GABRG2;GABRG1;GABRR3;GABRP;GABRE;GABRD;GABRA5;GABRB1;GABRB2;GABRB3;GABRA1;GABRR2;GABRA3;GABRA2	CYP2C19;CYP3A4;CYP2B6;CYP2C18		illicit;approved
DB01563	Chloral hydrate					illicit;investigational;approved;vet_approved
DB01567	Fludiazepam		GABRR1;GABRG3;GABRG2;GABRG1;GABRR3;GABRP;GABRE;GABRD;GABRA5;GABRB1;GABRB2;GABRB3;GABRA1;GABRR2;GABRA3;GABRA2			illicit;approved
DB01574	Attapulgite					approved;vet_approved
DB01575	Kaolin					approved
DB01576	Dextroamphetamine		SLC6A3;ADRA1A;ADRA1B;TAAR1;SLC6A2;SLC18A2	CYP2D6		illicit;approved
DB01577	Methamphetamine	SLC22A5;SLC22A3	SLC6A3;SLC6A2;TAAR1;SLC6A4;ADRA2A;ADRA2B;ADRA2C;MAOB;MAOA;SLC18A2;SLC18A1	CYP2D6		illicit;approved
DB01578	Metrizamide					approved
DB01579	Phendimetrazine		ADRA1A;SLC6A2;ADRA1B			illicit;approved
DB01580	Oxprenolol	SLC22A2	ADRB1;ADRB2;ADRB3	CYP2D6		approved
DB01581	Sulfamerazine		folP		ALB	approved;vet_approved
DB01582	Sulfamethazine		folP	nat	ALB	investigational;approved;vet_approved
DB01583	Liotrix	SLC10A1;SLC22A8;ABCB1;SLC16A2;SLCO4C1;SLCO1B1;SLCO1B3;SLC16A10;SLCO1A2;SLCO4A1;SLCO1C1	THRB;THRA	CYP2C8	TTR;ALB;SERPINA7	approved
DB01584	Thyroglobulin					approved;withdrawn
DB01586	Ursodeoxycholic acid	SLC10A2;SLC10A1;ABCB11;SLCO1A2;ABCC4;ABCC2	NR1H4;AKR1C2	CYP2E1		investigational;approved
DB01587	Ketazolam	ABCB1	TSPO;GABRG1;GABRB1;GABRE;GABRD;GABRA1	CYP3A4	ALB	approved
DB01588	Prazepam		GABRR1;GABRG3;GABRG2;GABRG1;GABRR3;GABRP;GABRE;GABRD;GABRA5;GABRB1;GABRB2;GABRB3;GABRA1;GABRR2;GABRA3;GABRA2	CYP3A4		illicit;approved
DB01589	Quazepam		GABRR1;GABRG3;GABRG2;GABRG1;GABRR3;GABRP;GABRE;GABRD;GABRA5;GABRB1;GABRB3;GABRA1;GABRR2;GABRA3;GABRA2	CYP2C9;CYP2B6;CYP3A4;CYP2C19		illicit;approved
DB01590	Everolimus		MTOR	CYP3A4		approved
DB01591	Solifenacin		CHRM5;CHRM4;CHRM3;CHRM2;CHRM1	CYP3A4		approved
DB01592	Iron		EGLN1;CP;HDAC8;AHSP;FXN;TF;TFRC;FEN1;POLB;NEIL2;HBA1;NEIL1;FTH1			approved
DB01593	Zinc		SIVA1;CCS;HBB;TPI1;APLP1;APLP2;AGT;GSN;DCD;PZP;SEMG1;FGA;A1BG;SOD1;P4HB;DAND5;MGMT;MDM2;NME1;FN1;KRT2;IGLV3-21;APP;C1QC;C1QB;UTRN;IGHA1;IGKV1-17;TP73;APOA4;APOA1;APOA2;APOE;HRNR;C4BPA;C4BPB;ITIH4;JUP;C4B;MT1A;FCN3;BRCC3;PARP1;DSP;F12;TTR;SERPIND1;MPG;TP53;ESR1;INS;SHBG;KRT16;KRT14;KRT10;ORM2;HDAC1;HDAC4;HDAC8;PGLYRP2;ALDOA;KRT1;KRT5;ITIH1;ITIH3;ITIH2;A2M;ASPA;S100A9;S100A8;KRT6A;C3;S100A7;C5;S100A2;F13B;VTN;PDCD6;CLU;CP;BDKRB1;F2;PSPH;PON1;KNG1;IGFALS;IL3;CPN2;CPN1;SEPP1;MT2A;KRT9;EEF1A1;PRDX1;C8A;C8B;AHSG;C8G;SERPINA1;SERPINA3;SERPINA4;SERPINA6;MT3;APOBR;TF;APCS;APOL1;KLKB1;HPR;PDIA3;GAPDHS;HBA1;IGHM;ENO1;JCHAIN;CFH;CFI;GLRA1;CFB;MMP9;C1S;C1R;TUFM			investigational;approved
DB01594	Cinolazepam		GABRR1;GABRG3;GABRG2;GABRG1;GABRR3;GABRP;GABRE;GABRD;GABRA5;GABRB1;GABRB2;GABRB3;GABRA1;GABRR2;GABRA3;GABRA2			approved
DB01595	Nitrazepam	ABCB1	GABRR1;GABRB3;SCN1A;GABRG3;GABRG2;GABRG1;GABRR3;GABRQ;GABRP;GABRD;GABRE;GABRB1;GABRA5;GABRA4;GABRB2;GABRA6;GABRA1;GABRR2;GABRA3;GABRA2	CYP3A4;CYP2E1		approved
DB01597	Cilastatin	SLC22A6;SLC22A8	DPEP1			investigational;approved
DB01598	Imipenem		mrcA;mrcB;blaZ;mrdA;pbpC			approved
DB01599	Probucol		CES1;ABCA1			investigational;approved
DB01600	Tiaprofenic acid		PTGS2;PTGS1			approved
DB01601	Lopinavir	ABCB1	pol	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2C19;CYP3A4		approved
DB01602	Bacampicillin		pbpA			investigational;approved
DB01603	Meticillin		pbp2a;pbp3;mecA;pbp1b;penA;pbpA			investigational;approved
DB01604	Pivampicillin		pbpA			approved
DB01605	Pivmecillinam		pbpA			approved
DB01606	Tazobactam		bla			approved
DB01607	Ticarcillin		mecA			investigational;approved;vet_approved
DB01608	Propericiazine		ADRA1B;ADRA2A;AR;DRD1			investigational;approved
DB01609	Deferasirox			CYP3A4		investigational;approved
DB01610	Valganciclovir	SLC15A2;SLC15A1;SLC6A14				investigational;approved
DB01611	Hydroxychloroquine		TLR9;TLR7	CYP2D6		approved
DB01612	Amyl Nitrite		NPR1	ALDH2		approved
DB01613	Erythrityl Tetranitrate		NPR1;NPR2			investigational;approved
DB01614	Acepromazine	SLC22A1	ADRA1A;ADRA1B;DRD2;DRD1;HTR2A;HTR1A		ALB	approved;vet_approved
DB01615	Aceprometazine		HRH1			approved
DB01616	Alverine		HTR1A			investigational;approved
DB01618	Molindone		HTR2A;DRD2;HTR1A;CHRM1			approved
DB01619	Phenindamine		HRH1			approved
DB01620	Pheniramine		NR1I3;HRH1			approved
DB01621	Pipotiazine	SLC22A1	HTR2A;DRD2;HTR1A;DRD1	CYP3A4;CYP2C19;CYP1A2;CYP2D6	ALB	investigational;approved
DB01622	Thioproperazine	SLC22A1	ADRA1A;ADRA1B;DRD2;DRD1;HTR2A;HTR1A		ALB	approved
DB01623	Thiothixene	SLC22A1	HTR2A;DRD2;DRD1	CYP1A2;CYP2D6	ALB	approved
DB01624	Zuclopenthixol		ADRA1A;DRD5;DRD2;ADRA2A;DRD1;HTR2A;HRH1	CYP2D6		investigational;approved
DB01625	Isopropamide		CHRM4;CHRM3			approved;vet_approved
DB01626	Pargyline		MAOB;MAOA			approved
DB01627	Lincomycin		rplJ			approved;vet_approved
DB01628	Etoricoxib		PTGS2	CYP2C9;CYP1A2;CYP2D6;CYP2E1;CYP2C19;CYP3A4		investigational;approved
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid		UCKL1;HPRT1;trpD;APRT;HGPRTase;pyrE			investigational;approved;experimental
DB01638	Sorbitol		xylA;glcB			approved
DB01656	Roflumilast		PDE4A;PDE4B;PDE4C;PDE4D			approved
DB01685	Topiroxostat	ABCG2;SLC22A8;SLC22A6	XDH	CYP2C9;CYP2C8;CYP1A2;CYP1A1;CYP2C19;UGT1A9;CYP3A4	ALB;ORM1	investigational;approved
DB01708	Prasterone		choB;ESR2;ESR1;ksi;NR1I3;NR1I2;AR;SULT2B1;PPARA;HSD17B1;GRIN1;GABRA1;SIGMAR1;SULT2A1	CYP3A7;CYP3A4		investigational;approved;nutraceutical
DB01718	Cetrimonium		mmaA2;cmaA1			approved
DB01744	Camphor		camC			approved
DB01764	Dalfopristin		vatD	CYP3A4		approved
DB01783	Pantothenic acid		coaA			vet_approved;approved;nutraceutical
DB01839	Propylene glycol		F13A1;dhaB1;cs1;linB;fucO			investigational;approved
DB01878	Benzophenone		ESR2;ESR1			approved
DB01914	D-glucose	SLC2A9;SLC2A8;SLC2A7;SLC2A6;SLC2A5;SLC2A4;SLC2A3;SLC2A2;SLC2A1;SLC2A10;SLC5A1;SLC5A2;SLC2A12;SLC2A11		GCK;HK1		approved;vet_approved
DB01942	Formic Acid	SLC16A3	buk2;GST;apr;astA;pgl;glsA1;aroA;pabB;ffh;citE;gmk;phzD1;GGACT;dhlB;CASK;HGPRTase;gcdA;PVALB;katA;bla;moaE;RNASE1;NOS1;ygbM;gyrB;fbpA;yvyI;CYTH2;pyrD;FGF1;GPHN;ACYP2;ycdX;CA2;HMOX1;actIII;hemB;oxdC;CTBP1;mgsA;def			investigational;approved;experimental
DB01956	Taurine	SLC15A1;SLC6A6;SLC36A1	tauD;GLRA3;GLRA2;cbh;GRIN2B;GABBR1;GABRA1;GLRA1	BAAT;TGM6		approved;nutraceutical
DB01987	Cocarboxylase		budB;mdlC;por;aceE;ipdC;tktA;ceaS;pox5			approved;experimental
DB02187	Equilin		HSD17B1;ESR1			approved
DB02300	Calcipotriol		VDR	MPO;CYP24A1		approved
DB02325	Isopropyl Alcohol		ACP5;GM2A;apr;PRDX6;PRSS2;mutL;RNGTT;pelA;ADI1;DDX39B;CHIT1;GDF5;DCXR;RNASE1;nprS;mop;PLA2G2A;TNF;gag;azoR;gag-pro-pol;nusG;GCH1;gudD;R;sdbA;AHCY			investigational;approved
DB02362	Aminobenzoic acid		pobA			approved;experimental
DB02513	Thymol					approved
DB02530	gamma-Aminobutyric acid	SLC36A1	GATM;GABBR2;GABBR1			investigational;approved
DB02546	Vorinostat		HDAC1;acuC1;HDAC3;HDAC2;HDAC6;HDAC8			investigational;approved
DB02638	Terlipressin		AVPR1B;AVPR2;AVPR1A			investigational;approved
DB02659	Cholic Acid	SLC10A2;SLC10A1;ABCB1;SLCO1B3;SLCO1B1;ABCB11;SLC22A7;SLCO1A2;ABCC4;SLC22A8;ABCC1;ABCC2;ABCC3	MT-CO1;MT-CO2;MT-CO3;COX5A;COX5B;cbh;FABP6;PLA2G1B;GPBAR1;COX6B1;FECH;COX8A;NR1H4;COX6C;ESRRG;CES1;DKFZp686P18130;COX4I1;COX7A1;COX6A2;ADH1C;COX7B;COX7C		FABP1	approved
DB02701	Nicotinamide		eta;BST1;LDHA;SIRT5;PARP1	CYP3A4;CYP2E1;CYP2D6		investigational;approved
DB02703	Fusidic Acid	ABCB11;ABCC2	cat3;cat;fusA			investigational;approved
DB02709	Resveratrol		PTGS2;PTGS1;NQO2;ITGA5;AKT1;ALOX15;PI4K2B;NR1I3;KHSRP;CBR1;YARS;ITGB3;ALOX5;PPARG;PPARA;MTNR1B;MTNR1A;CSNK2A1;ESR1;APP;SLC2A1;AHR;NR1I2;SNCA;CLEC14A	CYP1A1;CYP1A2;CYP1B1;CYP3A4	TTR;ALB	investigational;approved;experimental
DB02772	Sucrose		ampC;ACTA1;ATOX1;sacB;maf;RTCB;blaCTX-M-27;LYZ;blaCTX-M-14;hmuO;scrY;bgl3;TAS1R2;blaCTX-M-9a;ams;algD;nos			investigational;approved;experimental
DB02789	Pregnenolone	SLC10A6	NR1I2;SULT2B1			investigational;approved;experimental
DB02893	D-Methionine		METAP2			investigational;approved;experimental
DB02925	Piretanide		SLC12A1			approved
DB02959	Oxitriptan		trpS2			investigational;approved;nutraceutical
DB03017	Lauric Acid		tonB;C8G;VLDLR;ADH5;GLTP;GM2A;HNF4A;PLA2G2A;fabF;fhuA;LTF;TLR4;fabB;LY96;pvdQ;fabH;PPARA;PLA2G2D		ALB	approved;experimental
DB03085	Glycolic acid		G6PD;thiO			investigational;approved
DB03088	Pidolic Acid		cslB;ANG;AMY2A;KRTAP5-2;AMY2B;AMY1A;CCL8;TFF2;VEGFA;IGLC1;nir;HCRT;cycA;ADAM28	AMY2A		investigational;approved;experimental
DB03128	Acetylcholine	SLC22A5;SLC22A1	CHRM4;CHRM3;CHRM2;CHRM1;CHRNA7;ACHE	CYP2D6		approved
DB03147	Flavin adenine dinucleotide		ACADS;CYB5R3;pheA2;CYB5R1;choA;mrsD;soxA;NQO2;petH;NQO1;trxB;pchF;GSR;putA;phr;FDXR;ifcA;fadH;ACADM;GCDH;GFER;GR2;lpd;DPYD;murB;DAO;POR;lpdA;XDH;ahpF;benC;thyX;metF;fccA;fpr;IL4I1;gor;NOS1;choB;m-6;cry;cysJ;phrB;bphA4;xecC;hmp;NDUFA9;pamO;thiO;TPR;pobA;fprA;camA;lpdV;npr;IVD;AIFM1;dmg;ACAD8;nadB;dld;ERO1B;glf;abfD;MAOB;MAOA;fkbI;DLD;ACOX1;TXNRD1;pox5	MAOB		approved
DB03166	Acetic acid	SLC16A1;SLCO2B1				approved
DB03175	Propyl alcohol		LYZ			approved;experimental
DB03193	Stearic acid		PLA2G2D;PPARA		ALB;FABP3	approved;experimental
DB03209	Oteracil					approved
DB03247	Flavin mononucleotide		ecdB;roo;mdlB;azr;onr;aroC;fprA;morB;pyrDA;fadH;epiD;nfsA;DPYD;nrdI;moxC;POR;frp;tmd;phzG;fldA;PPCDC;nox;isiB;RFK;BLVRB;pyrD;azoR;pdxH;nfsB;RPS6KA4;SGK1;gltS;NOS1;PNPO;HAO1;HAO2;DHODH;fni	POR		investigational;approved
DB03255	Phenol		cobT;ALB;nprS;E			approved;experimental
DB03310	Glutathione disulfide		GSTM2;GSR			investigational;approved;experimental
DB03404	Hemin					investigational;approved
DB03585	Oxyphenbutazone	SLC22A6	PLA2G2E		ALB	approved;withdrawn
DB03614	Methylcobalamin		metH			investigational;approved;experimental
DB03615	Ribostamycin		P4HB;rpsL;aac	aac		investigational;approved
DB03619	Deoxycholic Acid	SLC10A2;ABCB11;SLC10A1;SLCO1A2	ctaD;ctaC;cbh;ppcA;acrB;GSTP1;EFTUD1;GPBAR1;NR1H4;ksi;aldA			approved
DB03651	Picric acid		onr			approved;experimental
DB03754	Tromethamine		bioB;DCN;ctxB;dps;cc4;pgl;nlpI;lytA;NEIL1;CANT1;VEGFA;AMD1			approved
DB03756	Doconexent		RXRG;RXRA;RXRB;PPARG;SREBF1;PPARA	CYP2C9	FABP7	investigational;approved
DB03793	Benzoic Acid	SLC16A1;SLC22A8;SLCO2B1	RAB9A;clcA;cumD;oxyR;cpo;HRSP12;malT;DAO;chqB;eltB;cocE;nfsB;pptA;SLC15A1;PRDX5;repA			investigational;approved
DB03796	Palmitic Acid	ABCB1	CYP2C8;PMP2;PAEP;SEC14L2;HNF4G;PPARA;RHO;PPT1;TRAPPC3;LALBA		ALB;FABP4;FABP5;FABP2;FABP3	approved;experimental
DB03843	Formaldehyde					approved;vet_approved
DB03852	Eucalyptol					approved;nutraceutical
DB03904	Urea	SLC14A2;SLC14A1	CTNNB1;ARG1;yedY;folA;CA2			investigational;approved
DB03929	D-Serine	SLC16A10;SLC6A14	shp;GLRA1;SERPINB3;GRIN1			investigational;approved;experimental
DB04038	Ergosterol					approved;experimental
DB04115	Berberine		qacR;BIRC5			investigational;approved
DB04160	Pyrophosphoric acid		nadE;purA;fhuA;idi;tmk;ispA			approved;experimental
DB04173	Fructose		lamB;FHIT			approved;experimental
DB04209	Dequalinium		acrB;qacR;XIAP;KCNMA1;CNGA1			investigational;approved
DB04221	Didecyldimethylammonium		cmaA2			approved;experimental
DB04224	Oleic Acid		PMP2;GLTP;RXRA;PPARG;PPARD;PPARA		ALB;FABP7;FABP4;GC;FABP3;FABP1	investigational;approved;vet_approved
DB04272	Citric Acid	SLCO2B1	eda;GNMT;penP;pgl;dxr;MIF;pcaB;guaA;MDH2;purE;C8G;rplD;fumC;ITEVIR;TNFSF13B;BHMT;nrdF;trpA;HS3ST3A1;sspA;blm;trpS;IL4I1;CTDSP1;glnA1;RNASE1;SRC;RNASE3;UCK2;fbpA;ANG;LSM6;mobA;HGS;gag-pro-pol;APRT;rmlA;nfsB;rpiA;CS;AKR1B1;PDE5A;ftsY;12;yfiH;17;rtcA;icd;nusB;CPB1;nadD;ITPA;bfrA;PLEKHA1;cit;gltA;pdc;ftsZ;nedA			vet_approved;approved;nutraceutical
DB04335	Inosine	SLC28A3	PNP;deoD	XDH		investigational;approved
DB04339	Carbocisteine		GSTP1			investigational;approved
DB04398	Lactic Acid	SLC16A1;SLC16A7;SLC16A3;SLCO2A1;SLC16A10;SLCO2B1	putA			approved;vet_approved
DB04465	Lactose		tetX;entB;GLTP;LGALS3;xlnA;GLT6D1;lacZ;nedA			investigational;approved
DB04519	Caprylic acid	SLC22A6;SLC22A8;SLC22A11	PPARA;tesA;fabB			investigational;approved;experimental
DB04540	Cholesterol	ABCB1;ABCG2	NR1I3;CLEC4E;VDR;RORA			investigational;approved;experimental
DB04552	Niflumic Acid	SLC16A1;SLC16A7	PTGS2;PTGS1;UGT1A9;PLA2G1B;CLCNKA;PLA2G4A			approved
DB04564	Gluconolactone		LCT			approved;experimental
DB04570	Latamoxef		mrcA;mrcB;pbpC;dacB			investigational;approved
DB04571	Trioxsalen					approved
DB04572	Thiotepa			CYP3A4;CYP2B6		investigational;approved
DB04573	Estriol	ABCB1;SLCO1A2	SHBG;ESR2;ESR1			investigational;approved;vet_approved
DB04574	Estrone sulfate	SLC22A1	ESR2;ESR1	CYP2C9;CYP3A4;CYP1A2	SHBG;ALB	approved
DB04575	Quinestrol		ESR1			approved
DB04576	Fleroxacin		gyrA;parC;TOP2A			approved
DB04657	Carboxin		SDHA			investigational;approved;experimental
DB04711	Iodipamide				ALB	approved
DB04743	Nimesulide		PTGS2;PLA2G2E;LTF			investigational;approved;withdrawn
DB04786	Suramin		F2;SIRT5;RYR1;PLA2G2A;FSHR;P2RY2	PLA2G4A;ARSA		investigational;approved
DB04794	Bifonazole		CYP2B6;ERG11	CYP3A4;CYP19A1;CYP2C19;CYP2E1		investigational;approved
DB04815	Clioquinol					withdrawn;approved;vet_approved
DB04816	Danthron			CYP1A2	ALB	investigational;approved;withdrawn
DB04817	Metamizole		PTGS1	CYP3A4;CYP2B6		investigational;approved;withdrawn
DB04824	Phenolphthalein		NR1I3;NR1I2;SHBG;UGT1A9;ESR1			approved;withdrawn
DB04835	Maraviroc		CCR5	CYP3A4		investigational;approved
DB04837	Clofedanol		HRH1			approved;withdrawn
DB04838	Cyclandelate		CES1;CACNA2D1			approved
DB04839	Cyproterone acetate		KLK3;AR	CYP19A1;CYP2D6		investigational;approved
DB04840	Debrisoquin	ABCB1	SLC6A2	CYP1A1;CYP2D6		investigational;approved
DB04841	Flunarizine		CACNA1H;CACNA1I;HRH1;CALM1;CACNA1G	CYP2C9;CYP1A1;CYP1A2;CYP2D6;CYP2B6;CYP2A6		approved
DB04842	Fluspirilene		HTR2A;DRD2;CACNG1			investigational;approved
DB04843	Mepenzolate		CHRM3;CHRM1			approved
DB04844	Tetrabenazine		SLC18A2;DRD2	CBR1;CYP2D6		investigational;approved
DB04845	Ixabepilone		TUBB3	CYP3A4		investigational;approved
DB04846	Celiprolol		ADRB1;ADRB2	CYP3A4		investigational;approved
DB04854	Febuxostat		XDH			approved
DB04855	Dronedarone	ABCB1	ADRA1A;CACNB4;ADRA1B;ADRA1D;KCNH2;CACNB3;CACNB2;CACNB1;CACNA1C;CACNA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1F;SCN1A;CACNA1S;KCNK2	CYP3A4;CYP2D6	ALB	approved
DB04861	Nebivolol		ADRB1;ADRB2	CYP2D6		investigational;approved
DB04864	Huperzine A		ACHE			investigational;approved
DB04865	Omacetaxine mepesuccinate		rpl2;RPL3			investigational;approved
DB04868	Nilotinib	ABCB1;ABCG2;UGT1A1	ABL1;KIT	CYP2C9;CYP2C8;CYP3A4;CYP2B6;CYP2D6		investigational;approved
DB04871	Lorcaserin		HTR2C	CYP1A1;CYP1A2;FMO1;CYP2D6;CYP2B6;CYP2C19;CYP2A6;CYP3A4		approved
DB04876	Vildagliptin		DPP4			investigational;approved
DB04877	Voacamine		ABCB1			investigational;approved
DB04878	Voglibose		MGAM			investigational;approved
DB04880	Enoximone		PDE3A			investigational;approved
DB04890	Bepotastine		HRH1			approved
DB04894	Vapreotide		SSTR2;SSTR5;TACR1			investigational;approved
DB04895	Pegaptanib		NRP1			investigational;approved
DB04896	Milnacipran		SLC6A2;GRIN1;SLC6A4			investigational;approved
DB04897	Lucinactant					investigational;approved
DB04898	Ximelagatran		F2	CYP2C9		investigational;approved;withdrawn
DB04899	Nesiritide		NPR1;NPR2;NPR3			investigational;approved
DB04900	Thymalfasin					investigational;approved
DB04908	Flibanserin		DRD4;HTR2A;HTR1A	CYP3A4		investigational;approved
DB04911	Oritavancin			CYP3A4		investigational;approved
DB04918	Ceftobiprole		mecA;ftsI;pbpX			investigational;approved
DB04920	Clevidipine		CACNA1C;CACNA1S;CACNA1D;CACNA1F	CYP2C9;CYP1A2;CYP2D6;CYP2E1;CYP2C19;BCHE;CYP3A4		investigational;approved
DB04930	Permethrin		NR1I2;ESR1;SCN1A	CYP3A4;CYP2B6		investigational;approved
DB04931	Afamelanotide		MC1R			investigational;approved
DB04932	Defibrotide		ADORA1;ADORA2A;ADORA2B			investigational;approved
DB04938	Ospemifene		ESR1	CYP2C9;CYP2B6;CYP3A4;CYP2C19;CYP2D6		investigational;approved
DB04941	Crofelemer		CFTR;ANO1			approved
DB04942	Tamibarotene		RARA;RARB		CRABP1	investigational;approved
DB04946	Iloperidone		ADRA1A;DRD4;DRD2;DRD3;DRD1;HTR6;HTR7;HTR2A;HRH1;ADRA2C;HTR1A	CYP1A2;CYP2D6;CYP2E1;CYP3A7;CYP3A4;CYP3A5		approved
DB04948	Lofexidine		ADRA2A			investigational;approved
DB04951	Pirfenidone		FURIN			investigational;approved
DB04953	Ezogabine		KCNQ4;KCNQ5;KCNQ2;KCNQ3	NAT2;CYP2A6;UGT1A4;UGT1A3;UGT1A1;UGT1A9		investigational;approved
DB04967	Lucanthone		APEX1;TOP1;TOP2A			investigational;approved
DB05013	Ingenol Mebutate		PRKCA;PRKCD			approved
DB05015	Belinostat	ABCB1	HDAC1	CYP2C9;CYP2C8;CYP1A2		investigational;approved
DB05016	Ataluren			SLC22A6;SLC22A8;SLCO1B3		investigational;approved
DB05018	Migalastat		GLA			investigational;approved
DB05039	Indacaterol	ABCB1	ADRB2	CYP3A4;UGT1A1		approved
DB05084	Abaloparatide		PTH1R			investigational;approved
DB05099	Ancrod		FGA			investigational;approved
DB05109	Trabectedin			CYP2C9;PTGS1;CYP2D6;CYP2E1;CYP2C19;CYP3A4		investigational;approved
DB05154	Pretomanid					investigational;approved
DB05219	Crisaborole		PDE4A;PDE4B;PDE4C;PDE4D	CYP2C9;CYP2C8;CYP1A2;CYP2B6		investigational;approved
DB05239	Cobimetinib	SLCO1B1;SLCO1B3;ABCG2	MAP2K1	CYP3A4;ABCB1		investigational;approved
DB05245	Silver sulfadiazine					approved;vet_approved
